lambda       flux        ferr     
5719.00      4.65312    0.0373272 
5720.00      4.60366    0.0371593 
5721.00      4.68305    0.0370976 
5722.00      4.75605    0.0370150 
5723.00      4.68329    0.0368841 
5724.00      4.62935    0.0368738 
5725.00      4.67575    0.0368175 
5726.00      4.77309    0.0366493 
5727.00      4.80277    0.0366182 
5728.00      4.71532    0.0365642 
5729.00      4.67004    0.0365163 
5730.00      4.67536    0.0364766 
5731.00      4.72324    0.0363263 
5732.00      4.75773    0.0363414 
5733.00      4.69076    0.0363050 
5734.00      4.73406    0.0362079 
5735.00      4.82247    0.0361916 
5736.00      4.86334    0.0361085 
5737.00      4.84769    0.0360579 
5738.00      4.68369    0.0360699 
5739.00      4.62999    0.0360076 
5740.00      4.69385    0.0359244 
5741.00      4.68450    0.0359070 
5742.00      4.65097    0.0358592 
5743.00      4.65572    0.0358217 
5744.00      4.66606    0.0357410 
5745.00      4.67963    0.0358259 
5746.00      4.76120    0.0355867 
5747.00      4.82366    0.0356766 
5748.00      4.81459    0.0355272 
5749.00      4.72189    0.0355489 
5750.00      4.71289    0.0354984 
5751.00      4.73886    0.0354420 
5752.00      4.91083    0.0354443 
5753.00      5.22764    0.0353682 
5754.00      5.49787    0.0352285 
5755.00      5.67631    0.0353185 
5756.00      5.73806    0.0352141 
5757.00      5.69435    0.0351617 
5758.00      5.48325    0.0350947 
5759.00      5.07704    0.0350371 
5760.00      4.79431    0.0350962 
5761.00      4.78048    0.0350346 
5762.00      4.78499    0.0349027 
5763.00      4.72044    0.0349122 
5764.00      4.65429    0.0349055 
5765.00      4.57512    0.0348716 
5766.00      4.61305    0.0347772 
5767.00      4.61114    0.0347611 
5768.00      4.62763    0.0347333 
5769.00      4.65389    0.0347218 
5770.00      4.66662    0.0346399 
5771.00      4.68254    0.0346789 
5772.00      4.73345    0.0346008 
5773.00      4.80229    0.0345366 
5774.00      4.80177    0.0345384 
5775.00      4.68753    0.0345768 
5776.00      4.62828    0.0345145 
5777.00      4.72198    0.0344515 
5778.00      4.76717    0.0343842 
5779.00      4.60110    0.0344202 
5780.00      4.48618    0.0343760 
5781.00      4.51296    0.0343691 
5782.00      4.69317    0.0342641 
5783.00      4.81405    0.0343007 
5784.00      4.92021    0.0341956 
5785.00      4.96148    0.0342196 
5786.00      4.90068    0.0341987 
5787.00      4.83565    0.0340748 
5788.00      4.75436    0.0342113 
5789.00      4.74364    0.0340402 
5790.00      4.77158    0.0340331 
5791.00      4.86903    0.0340243 
5792.00      4.90256    0.0339745 
5793.00      4.91170    0.0339989 
5794.00      5.00237    0.0339015 
5795.00      4.94562    0.0339008 
5796.00      4.84008    0.0339074 
5797.00      4.90524    0.0338423 
5798.00      4.98824    0.0338760 
5799.00      4.97150    0.0337980 
5800.00      4.86335    0.0338007 
5801.00      4.79432    0.0337950 
5802.00      4.83309    0.0337489 
5803.00      4.89715    0.0337221 
5804.00      4.89304    0.0337454 
5805.00      4.88864    0.0337837 
5806.00      4.94968    0.0336378 
5807.00      4.97485    0.0336544 
5808.00      5.00860    0.0337076 
5809.00      5.04333    0.0336381 
5810.00      4.99814    0.0336534 
5811.00      4.94552    0.0335733 
5812.00      4.89348    0.0336316 
5813.00      4.91129    0.0335745 
5814.00      4.89992    0.0335567 
5815.00      4.91040    0.0336139 
5816.00      4.95750    0.0334956 
5817.00      4.91018    0.0335267 
5818.00      4.89625    0.0334954 
5819.00      4.94341    0.0335420 
5820.00      4.98285    0.0334109 
5821.00      4.95509    0.0334907 
5822.00      4.91832    0.0334634 
5823.00      4.94471    0.0333689 
5824.00      4.94925    0.0334803 
5825.00      4.82989    0.0333732 
5826.00      4.83914    0.0334339 
5827.00      4.93884    0.0333177 
5828.00      4.95392    0.0334383 
5829.00      5.01469    0.0333387 
5830.00      4.92945    0.0333611 
5831.00      4.78716    0.0333571 
5832.00      4.86147    0.0333314 
5833.00      4.87469    0.0333553 
5834.00      4.76174    0.0333047 
5835.00      4.69116    0.0333888 
5836.00      4.88681    0.0332933 
5837.00      4.96247    0.0333186 
5838.00      4.90267    0.0333228 
5839.00      4.91501    0.0333140 
5840.00      4.92233    0.0332939 
5841.00      4.83567    0.0332957 
5842.00      4.72651    0.0333475 
5843.00      4.71290    0.0332819 
5844.00      4.71275    0.0333155 
5845.00      4.74380    0.0332811 
5846.00      4.78252    0.0332559 
5847.00      4.73796    0.0333686 
5848.00      4.70266    0.0332237 
5849.00      4.58494    0.0332959 
5850.00      4.45089    0.0333308 
5851.00      4.43046    0.0332700 
5852.00      4.43052    0.0333544 
5853.00      4.54572    0.0333521 
5854.00      4.60486    0.0332870 
5855.00      4.49919    0.0333717 
5856.00      4.47225    0.0333147 
5857.00      4.55565    0.0333280 
5858.00      4.67685    0.0333740 
5859.00      4.74735    0.0333397 
5860.00      4.68000    0.0333918 
5861.00      4.57417    0.0334479 
5862.00      4.51171    0.0334261 
5863.00      4.42006    0.0335184 
5864.00      4.43902    0.0335176 
5865.00      4.55054    0.0335187 
5866.00      4.58491    0.0335304 
5867.00      4.63148    0.0336216 
5868.00      4.77121    0.0336125 
5869.00      4.85264    0.0337207 
5870.00      5.01580    0.0336832 
5871.00      5.26973    0.0337710 
5872.00      6.04970    0.0341662 
5873.00      8.57154    0.0343593 
5874.00      13.6243    0.0342216 
5875.00      19.3195    0.0337793 
5876.00      21.9241    0.0339112 
5877.00      21.2461    0.0341815 
5878.00      19.1124    0.0341794 
5879.00      16.6684    0.0338536 
5880.00      13.4076    0.0339930 
5881.00      9.60918    0.0342707 
5882.00      6.42674    0.0344505 
5883.00      5.04542    0.0341818 
5884.00      4.97181    0.0339576 
5885.00      4.97096    0.0340442 
5886.00      4.63541    0.0342602 
5887.00      4.36934    0.0339763 
5888.00      4.15406    0.0339107 
5889.00      4.10714    0.0337892 
5890.00      4.27993    0.0337413 
5891.00      4.39023    0.0340524 
5892.00      4.46626    0.0339760 
5893.00      4.36250    0.0337349 
5894.00      4.22409    0.0337111 
5895.00      4.18090    0.0336853 
5896.00      4.28093    0.0336242 
5897.00      4.38736    0.0335775 
5898.00      4.34464    0.0336838 
5899.00      4.38384    0.0335927 
5900.00      4.46556    0.0336019 
5901.00      4.54997    0.0336190 
5902.00      4.52446    0.0336524 
5903.00      4.43732    0.0336080 
5904.00      4.33568    0.0334972 
5905.00      4.26943    0.0335943 
5906.00      4.35011    0.0335852 
5907.00      4.52656    0.0335145 
5908.00      4.59372    0.0335783 
5909.00      4.60968    0.0334825 
5910.00      4.62261    0.0335552 
5911.00      4.60582    0.0336660 
5912.00      4.62116    0.0334858 
5913.00      4.54241    0.0335511 
5914.00      4.56968    0.0334657 
5915.00      4.56473    0.0334829 
5916.00      4.48210    0.0334808 
5917.00      4.47036    0.0334735 
5918.00      4.57957    0.0335271 
5919.00      4.70905    0.0334314 
5920.00      4.70056    0.0335385 
5921.00      4.60306    0.0334602 
5922.00      4.52629    0.0333520 
5923.00      4.48352    0.0333805 
5924.00      4.41931    0.0334035 
5925.00      4.37479    0.0333656 
5926.00      4.40156    0.0333414 
5927.00      4.55946    0.0332171 
5928.00      4.46449    0.0333966 
5929.00      4.30707    0.0333620 
5930.00      4.34919    0.0332053 
5931.00      4.35298    0.0331990 
5932.00      4.30437    0.0332309 
5933.00      4.36422    0.0331976 
5934.00      4.44786    0.0331066 
5935.00      4.50292    0.0330358 
5936.00      4.38041    0.0330963 
5937.00      4.24379    0.0331256 
5938.00      4.35706    0.0330077 
5939.00      4.43793    0.0330370 
5940.00      4.44495    0.0329259 
5941.00      4.39513    0.0331038 
5942.00      4.45591    0.0329063 
5943.00      4.55333    0.0328134 
5944.00      4.55824    0.0328890 
5945.00      4.50729    0.0328555 
5946.00      4.45169    0.0327902 
5947.00      4.48529    0.0327579 
5948.00      4.53376    0.0327421 
5949.00      4.49525    0.0328218 
5950.00      4.46144    0.0326923 
5951.00      4.44011    0.0326550 
5952.00      4.39377    0.0326328 
5953.00      4.35015    0.0326242 
5954.00      4.41826    0.0325804 
5955.00      4.47975    0.0325349 
5956.00      4.43858    0.0325288 
5957.00      4.38074    0.0325425 
5958.00      4.50043    0.0324459 
5959.00      4.60498    0.0324585 
5960.00      4.58966    0.0324169 
5961.00      4.58219    0.0323771 
5962.00      4.52129    0.0323745 
5963.00      4.41800    0.0323388 
5964.00      4.29931    0.0323470 
5965.00      4.31186    0.0323143 
5966.00      4.38224    0.0321851 
5967.00      4.35441    0.0322362 
5968.00      4.38263    0.0321601 
5969.00      4.44303    0.0321871 
5970.00      4.34898    0.0320695 
5971.00      4.33441    0.0320618 
5972.00      4.36718    0.0320478 
5973.00      4.32766    0.0320733 
5974.00      4.44070    0.0319663 
5975.00      4.51879    0.0319180 
5976.00      4.47145    0.0319257 
5977.00      4.44374    0.0319455 
5978.00      4.56193    0.0318290 
5979.00      4.65764    0.0318184 
5980.00      4.60735    0.0318296 
5981.00      4.51277    0.0317864 
5982.00      4.48560    0.0318196 
5983.00      4.55306    0.0316384 
5984.00      4.56350    0.0318212 
5985.00      4.51077    0.0316982 
5986.00      4.44898    0.0316823 
5987.00      4.46397    0.0316947 
5988.00      4.45696    0.0316025 
5989.00      4.42482    0.0316796 
5990.00      4.43522    0.0316086 
5991.00      4.39421    0.0315728 
5992.00      4.26810    0.0315959 
5993.00      4.22403    0.0315438 
5994.00      4.27636    0.0314988 
5995.00      4.30376    0.0314952 
5996.00      4.33120    0.0314716 
5997.00      4.35265    0.0314594 
5998.00      4.36161    0.0313364 
5999.00      4.34175    0.0314076 
6000.00      4.31855    0.0313383 
6001.00      4.37014    0.0312760 
6002.00      4.42107    0.0313030 
6003.00      4.36782    0.0311586 
6004.00      4.29522    0.0311742 
6005.00      4.16606    0.0311473 
6006.00      4.14565    0.0311569 
6007.00      4.28265    0.0310225 
6008.00      4.31089    0.0310026 
6009.00      4.32234    0.0310446 
6010.00      4.32838    0.0309277 
6011.00      4.23901    0.0309641 
6012.00      4.23465    0.0309408 
6013.00      4.28297    0.0308558 
6014.00      4.29535    0.0309175 
6015.00      4.29186    0.0308693 
6016.00      4.20446    0.0307977 
6017.00      4.11820    0.0308662 
6018.00      4.23366    0.0308119 
6019.00      4.29671    0.0308352 
6020.00      4.27729    0.0308428 
6021.00      4.15573    0.0307397 
6022.00      3.94211    0.0308834 
6023.00      4.06015    0.0308075 
6024.00      4.33533    0.0308090 
6025.00      4.48973    0.0308006 
6026.00      4.45735    0.0307807 
6027.00      4.38806    0.0308056 
6028.00      4.32226    0.0308112 
6029.00      4.26659    0.0308010 
6030.00      4.21475    0.0307982 
6031.00      4.25477    0.0308420 
6032.00      4.35028    0.0307343 
6033.00      4.37401    0.0308018 
6034.00      4.37807    0.0307331 
6035.00      4.34036    0.0307999 
6036.00      4.34613    0.0307561 
6037.00      4.30814    0.0307514 
6038.00      4.31153    0.0307344 
6039.00      4.35803    0.0306724 
6040.00      4.26533    0.0307303 
6041.00      4.15515    0.0307624 
6042.00      4.16074    0.0306958 
6043.00      4.25955    0.0306923 
6044.00      4.34709    0.0306093 
6045.00      4.27496    0.0307996 
6046.00      4.24613    0.0306088 
6047.00      4.24159    0.0307021 
6048.00      4.22494    0.0306998 
6049.00      4.19192    0.0305992 
6050.00      4.17714    0.0307342 
6051.00      4.34432    0.0306522 
6052.00      4.40511    0.0306353 
6053.00      4.28793    0.0307149 
6054.00      4.24156    0.0306863 
6055.00      4.33056    0.0306938 
6056.00      4.44705    0.0306260 
6057.00      4.37188    0.0307139 
6058.00      4.29392    0.0307042 
6059.00      4.27608    0.0306385 
6060.00      4.32638    0.0307596 
6061.00      4.43554    0.0306427 
6062.00      4.46279    0.0306384 
6063.00      4.42383    0.0307294 
6064.00      4.35112    0.0306554 
6065.00      4.26292    0.0306789 
6066.00      4.22931    0.0306671 
6067.00      4.27966    0.0306344 
6068.00      4.31048    0.0306400 
6069.00      4.29120    0.0306356 
6070.00      4.27833    0.0306018 
6071.00      4.21981    0.0306429 
6072.00      4.29130    0.0305944 
6073.00      4.38421    0.0306102 
6074.00      4.33396    0.0305102 
6075.00      4.25142    0.0306236 
6076.00      4.32837    0.0305518 
6077.00      4.36594    0.0305082 
6078.00      4.27049    0.0305878 
6079.00      4.22481    0.0304996 
6080.00      4.26615    0.0305196 
6081.00      4.33007    0.0305075 
6082.00      4.37045    0.0305205 
6083.00      4.33029    0.0305215 
6084.00      4.24875    0.0304347 
6085.00      4.18005    0.0305581 
6086.00      4.20335    0.0304538 
6087.00      4.17910    0.0304567 
6088.00      4.15436    0.0305390 
6089.00      4.21167    0.0304136 
6090.00      4.18760    0.0305380 
6091.00      4.23152    0.0304408 
6092.00      4.33955    0.0304989 
6093.00      4.38307    0.0304609 
6094.00      4.24340    0.0304571 
6095.00      4.21275    0.0305053 
6096.00      4.29971    0.0304322 
6097.00      4.27538    0.0304872 
6098.00      4.22392    0.0305079 
6099.00      4.15825    0.0303731 
6100.00      4.03037    0.0305420 
6101.00      4.15349    0.0304796 
6102.00      4.29678    0.0304075 
6103.00      4.30909    0.0304791 
6104.00      4.37565    0.0304238 
6105.00      4.36928    0.0304111 
6106.00      4.23666    0.0305183 
6107.00      4.20844    0.0304399 
6108.00      4.30853    0.0304004 
6109.00      4.34078    0.0304223 
6110.00      4.30633    0.0304438 
6111.00      4.31761    0.0304148 
6112.00      4.31029    0.0304052 
6113.00      4.24268    0.0304311 
6114.00      4.23425    0.0304127 
6115.00      4.29530    0.0304226 
6116.00      4.33626    0.0303657 
6117.00      4.28679    0.0303920 
6118.00      4.23216    0.0304409 
6119.00      4.18935    0.0303685 
6120.00      4.14122    0.0304229 
6121.00      4.17627    0.0303485 
6122.00      4.17383    0.0304349 
6123.00      4.17693    0.0303801 
6124.00      4.19959    0.0304171 
6125.00      4.24863    0.0303776 
6126.00      4.27454    0.0304357 
6127.00      4.26487    0.0303748 
6128.00      4.27752    0.0303857 
6129.00      4.32885    0.0303743 
6130.00      4.24555    0.0304006 
6131.00      4.12779    0.0304395 
6132.00      4.13188    0.0303457 
6133.00      4.17037    0.0303499 
6134.00      4.21238    0.0304222 
6135.00      4.28977    0.0303416 
6136.00      4.32081    0.0303576 
6137.00      4.27335    0.0303507 
6138.00      4.22601    0.0303595 
6139.00      4.22074    0.0303590 
6140.00      4.17498    0.0303067 
6141.00      4.12163    0.0303725 
6142.00      4.10724    0.0303084 
6143.00      4.19049    0.0303138 
6144.00      4.25883    0.0302869 
6145.00      4.21972    0.0302741 
6146.00      4.15916    0.0303432 
6147.00      4.05341    0.0302519 
6148.00      3.94616    0.0303118 
6149.00      3.98253    0.0302638 
6150.00      4.04504    0.0302621 
6151.00      4.13484    0.0302974 
6152.00      4.21266    0.0302238 
6153.00      4.12866    0.0302271 
6154.00      4.05197    0.0302631 
6155.00      4.08307    0.0302437 
6156.00      4.15834    0.0302586 
6157.00      4.18414    0.0302817 
6158.00      4.15653    0.0302464 
6159.00      4.11463    0.0301761 
6160.00      4.00858    0.0302136 
6161.00      3.96376    0.0302600 
6162.00      4.07774    0.0302333 
